entry_key,type,entry,missing_type,platform,version,package_name,expected_package,detected_package,os_platform,os_version,os_package,current_manager,suggested_platform,suggested_version,suggested_package,description,status
bluez,B.1b,bluez,,fedora,41,bluez-libs,bluez,,,,,,,,,Package 'bluez-libs' differs from expected 'bluez' in fedora 41,ok
bluez,B.1b,bluez,,fedora,42,bluez-libs,bluez,,,,,,,,,Package 'bluez-libs' differs from expected 'bluez' in fedora 42,ok
bluez,B.1b,bluez,,rhel,8,bluez-libs,bluez,,,,,,,,,Package 'bluez-libs' differs from expected 'bluez' in rhel 8,ok
bluez,B.1b,bluez,,rhel,9,bluez-libs,bluez,,,,,,,,,Package 'bluez-libs' differs from expected 'bluez' in rhel 9,ok
bluez-hcidump,A.2,bluez-hcidump,platform,alpine,edge,,,,,,,,,,bluez-deprecated,Entry 'bluez-hcidump' missing version 'edge' for platform 'alpine'; suggested package: 'bluez-deprecated',ok
bluez-hcidump,A.2,bluez-hcidump,platform,arch,,,,,,,,,,,bluez-deprecated-tools,Entry 'bluez-hcidump' missing version '' for platform 'arch'; suggested package: 'bluez-deprecated-tools',ok
bluez-hcidump,A.2,bluez-hcidump,platform,opensuse,15.2,,,,,,,,,,bluez,Entry 'bluez-hcidump' missing version '15.2' for platform 'opensuse'; suggested package: 'bluez',ok
bluez-hcidump,A.2,bluez-hcidump,platform,nixos,unstable,,,,,,,,,,bluez,Entry 'bluez-hcidump' missing version 'unstable' for platform 'nixos'; suggested package: 'bluez',ok
bluez-hcidump,A.2,bluez-hcidump,platform,rhel,8,,,,,,,,,,bluez,Entry 'bluez-hcidump' missing version '8' for platform 'rhel'; suggested package: 'bluez',ok
bluez-hcidump,A.2,bluez-hcidump,platform,rhel,9,,,,,,,,,,bluez-cups,Entry 'bluez-hcidump' missing version '9' for platform 'rhel'; suggested package: 'bluez-cups',ok
bluez-hcidump,A.2,bluez-hcidump,platform,ubuntu,jammy,,,,,,,,,,bluez-hcidump,Entry 'bluez-hcidump' missing version 'jammy' for platform 'ubuntu'; suggested package: 'bluez-hcidump',ok
bluez-hcidump,A.2,bluez-hcidump,platform,ubuntu,noble,,,,,,,,,,bluez-hcidump,Entry 'bluez-hcidump' missing version 'noble' for platform 'ubuntu'; suggested package: 'bluez-hcidump',ok
bluez-hcidump,B.1b,bluez-hcidump,,fedora,41,bluez-hcidump,bluez-deprecated,,,,,,,,,Package 'bluez-hcidump' differs from expected 'bluez-deprecated' in fedora 41,ok
bluez-hcidump,B.1b,bluez-hcidump,,fedora,42,bluez-hcidump,bluez-deprecated,,,,,,,,,Package 'bluez-hcidump' differs from expected 'bluez-deprecated' in fedora 42,ok
boost,B.1a,boost,,rhel,9,boost-python%{python3_pkgversion}-devel,,boost-devel,,,,,,,,Package 'boost-python%{python3_pkgversion}-devel' not found in rhel 9; detected existing package: 'boost-devel',ok
box2d-dev,A.2,box2d-dev,platform,alpine,edge,,,,,,,,,,box2d-dev,Entry 'box2d-dev' missing version 'edge' for platform 'alpine'; suggested package: 'box2d-dev',ok
box2d-dev,A.2,box2d-dev,platform,opensuse,15.2,,,,,,,,,,libbox2d-devel,Entry 'box2d-dev' missing version '15.2' for platform 'opensuse'; suggested package: 'libbox2d-devel',ok
box2d-dev,A.2,box2d-dev,platform,rhel,9,,,,,,,,,,Box2D,Entry 'box2d-dev' missing version '9' for platform 'rhel'; suggested package: 'Box2D',ok
bullet,,bullet,,,,,,,,,,,,,,,no_issues
bullet-extras,A.2,bullet-extras,platform,alpine,edge,,,,,,,,,,bullet-dev,Entry 'bullet-extras' missing version 'edge' for platform 'alpine'; suggested package: 'bullet-dev',ok
bullet-extras,A.2,bullet-extras,platform,opensuse,15.2,,,,,,,,,,libbullet-devel,Entry 'bullet-extras' missing version '15.2' for platform 'opensuse'; suggested package: 'libbullet-devel',ok
bzip2,B.1b,bzip2,,alpine,edge,bzip2-dev,libbz2,,,,,,,,,Package 'bzip2-dev' differs from expected 'libbz2' in alpine edge,ok
ca-certificates,A.2,ca-certificates,platform,alpine,edge,,,,,,,,,,ca-certificates,Entry 'ca-certificates' missing version 'edge' for platform 'alpine'; suggested package: 'ca-certificates',ok
can-utils,A.2,can-utils,platform,alpine,edge,,,,,,,,,,can-utils,Entry 'can-utils' missing version 'edge' for platform 'alpine'; suggested package: 'can-utils',ok
can-utils,A.2,can-utils,platform,opensuse,15.2,,,,,,,,,,canutils,Entry 'can-utils' missing version '15.2' for platform 'opensuse'; suggested package: 'canutils',ok
can-utils,A.2,can-utils,platform,rhel,8,,,,,,,,,,can-utils,Entry 'can-utils' missing version '8' for platform 'rhel'; suggested package: 'can-utils',ok
can-utils,A.2,can-utils,platform,rhel,9,,,,,,,,,,can-utils,Entry 'can-utils' missing version '9' for platform 'rhel'; suggested package: 'can-utils',ok
canopen-pip,A.2,canopen-pip,platform,nixos,unstable,,,,,,,,,,python314Packages.canopen,Entry 'canopen-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'python314Packages.canopen',ok
canopen-pip,B.2,canopen-pip,,,,,,,,,,pip,ubuntu,jammy,ros-humble-canopen,Entry 'canopen-pip' using pip but package 'ros-humble-canopen' available in ubuntu jammy,ok
cargo,A.2,cargo,platform,alpine,edge,,,,,,,,,,cargo,Entry 'cargo' missing version 'edge' for platform 'alpine'; suggested package: 'cargo',ok
cargo,B.1b,cargo,,arch,,rust,rustup,,,,,,,,,Package 'rust' differs from expected 'rustup' in arch ,ok
carla-pip,A.2,carla-pip,platform,alpine,edge,,,,,,,,,,carla,Entry 'carla-pip' missing version 'edge' for platform 'alpine'; suggested package: 'carla',ok
carla-pip,A.2,carla-pip,platform,arch,,,,,,,,,,,carla,Entry 'carla-pip' missing version '' for platform 'arch'; suggested package: 'carla',ok
carla-pip,A.2,carla-pip,platform,opensuse,15.2,,,,,,,,,,carla,Entry 'carla-pip' missing version '15.2' for platform 'opensuse'; suggested package: 'carla',ok
carla-pip,A.2,carla-pip,platform,nixos,unstable,,,,,,,,,,carla,Entry 'carla-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'carla',ok
carla-pip,B.2,carla-pip,,,,,,,,,,pip,fedora,41,Carla-devel,Entry 'carla-pip' using pip but package 'Carla-devel' available in fedora 41,ok
carla-pip,B.2,carla-pip,,,,,,,,,,pip,ubuntu,jammy,carla,Entry 'carla-pip' using pip but package 'carla' available in ubuntu jammy,ok
casadi-pip,A.2,casadi-pip,platform,arch,,,,,,,,,,,zlib,Entry 'casadi-pip' missing version '' for platform 'arch'; suggested package: 'zlib',ok
casadi-pip,A.2,casadi-pip,platform,opensuse,15.2,,,,,,,,,,zlib-devel-static-32bit,Entry 'casadi-pip' missing version '15.2' for platform 'opensuse'; suggested package: 'zlib-devel-static-32bit',ok
casadi-pip,A.2,casadi-pip,platform,nixos,unstable,,,,,,,,,,casadi,Entry 'casadi-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'casadi',ok
casadi-pip,A.2,casadi-pip,platform,rhel,8,,,,,,,,,,java-latest-openjdk-static-libs,Entry 'casadi-pip' missing version '8' for platform 'rhel'; suggested package: 'java-latest-openjdk-static-libs',ok
casadi-pip,A.2,casadi-pip,platform,rhel,9,,,,,,,,,,java-latest-openjdk-static-libs,Entry 'casadi-pip' missing version '9' for platform 'rhel'; suggested package: 'java-latest-openjdk-static-libs',ok
casadi-pip,B.2,casadi-pip,,,,,,,,,,pip,debian,bookworm,igblast,Entry 'casadi-pip' using pip but package 'igblast' available in debian bookworm,ok
casadi-pip,B.2,casadi-pip,,,,,,,,,,pip,fedora,41,java-latest-openjdk-static-libs,Entry 'casadi-pip' using pip but package 'java-latest-openjdk-static-libs' available in fedora 41,ok
casadi-pip,B.2,casadi-pip,,,,,,,,,,pip,ubuntu,jammy,zlib1g-dev,Entry 'casadi-pip' using pip but package 'zlib1g-dev' available in ubuntu jammy,ok
castxml,A.2,castxml,platform,arch,,,,,,,,,,,castxml,Entry 'castxml' missing version '' for platform 'arch'; suggested package: 'castxml',ok
castxml,A.2,castxml,platform,rhel,8,,,,,,,,,,castxml,Entry 'castxml' missing version '8' for platform 'rhel'; suggested package: 'castxml',ok
castxml,A.2,castxml,platform,rhel,9,,,,,,,,,,castxml,Entry 'castxml' missing version '9' for platform 'rhel'; suggested package: 'castxml',ok
catch2,A.2,catch2,platform,opensuse,15.2,,,,,,,,,,Catch2-devel,Entry 'catch2' missing version '15.2' for platform 'opensuse'; suggested package: 'Catch2-devel',ok
catch2,B.1b,catch2,,debian,trixie,catch2,libcatch2-dev,,,,,,,,,Package 'catch2' differs from expected 'libcatch2-dev' in debian trixie,ok
catch2,B.1b,catch2,,rhel,8,,catch-devel,,,,,,,,,Empty package list for rhel 8; expected package: 'catch-devel',ok
cbindgen,A.2,cbindgen,platform,opensuse,15.2,,,,,,,,,,rust-cbindgen,Entry 'cbindgen' missing version '15.2' for platform 'opensuse'; suggested package: 'rust-cbindgen',ok
cbindgen,A.2,cbindgen,platform,nixos,unstable,,,,,,,,,,rust-cbindgen,Entry 'cbindgen' missing version 'unstable' for platform 'nixos'; suggested package: 'rust-cbindgen',ok
cccc,,cccc,,,,,,,,,,,,,,,no_issues
cdk,A.2,cdk,platform,opensuse,15.2,,,,,,,,,,libcdk5,Entry 'cdk' missing version '15.2' for platform 'opensuse'; suggested package: 'libcdk5',ok
cdk,B.1a,cdk,,debian,bookworm,libcdk5,,libcdk5-dev,,,,,,,,Package 'libcdk5' not found in debian bookworm; detected existing package: 'libcdk5-dev',ok
cdk,B.1a,cdk,,debian,trixie,libcdk5,,libcdk5-dev,,,,,,,,Package 'libcdk5' not found in debian trixie; detected existing package: 'libcdk5-dev',ok
cdk,B.1a,cdk,,ubuntu,jammy,libcdk5,,libcdk5-dev,,,,,,,,Package 'libcdk5' not found in ubuntu jammy; detected existing package: 'libcdk5-dev',ok
cdk,B.1a,cdk,,ubuntu,noble,libcdk5,,libcdk5-dev,,,,,,,,Package 'libcdk5' not found in ubuntu noble; detected existing package: 'libcdk5-dev',ok
cdk-dev,A.2,cdk-dev,platform,opensuse,15.2,,,,,,,,,,cdk-devel,Entry 'cdk-dev' missing version '15.2' for platform 'opensuse'; suggested package: 'cdk-devel',ok
cgal,A.2,cgal,platform,alpine,edge,,,,,,,,,,cgal-dev,Entry 'cgal' missing version 'edge' for platform 'alpine'; suggested package: 'cgal-dev',ok
cgal,A.2,cgal,platform,opensuse,15.2,,,,,,,,,,cgal-devel,Entry 'cgal' missing version '15.2' for platform 'opensuse'; suggested package: 'cgal-devel',ok
cgal,A.2,cgal,platform,rhel,8,,,,,,,,,,CGAL-devel,Entry 'cgal' missing version '8' for platform 'rhel'; suggested package: 'CGAL-devel',ok
cgal,A.2,cgal,platform,rhel,9,,,,,,,,,,CGAL-devel,Entry 'cgal' missing version '9' for platform 'rhel'; suggested package: 'CGAL-devel',ok
cgal,B.1b,cgal,,nixos,unstable,cgal_5,cgal,,,,,,,,,Package 'cgal_5' differs from expected 'cgal' in nixos unstable,ok
cgal-qt5-dev,A.2,cgal-qt5-dev,platform,alpine,edge,,,,,,,,,,cgal-dev,Entry 'cgal-qt5-dev' missing version 'edge' for platform 'alpine'; suggested package: 'cgal-dev',ok
cgal-qt5-dev,A.2,cgal-qt5-dev,platform,opensuse,15.2,,,,,,,,,,cgal-devel,Entry 'cgal-qt5-dev' missing version '15.2' for platform 'opensuse'; suggested package: 'cgal-devel',ok
cgal-qt5-dev,A.2,cgal-qt5-dev,platform,nixos,unstable,,,,,,,,,,cgal_5,Entry 'cgal-qt5-dev' missing version 'unstable' for platform 'nixos'; suggested package: 'cgal_5',ok
cgal-qt5-dev,A.2,cgal-qt5-dev,platform,rhel,8,,,,,,,,,,CGAL-qt5-devel,Entry 'cgal-qt5-dev' missing version '8' for platform 'rhel'; suggested package: 'CGAL-qt5-devel',ok
cgal-qt5-dev,A.2,cgal-qt5-dev,platform,rhel,9,,,,,,,,,,CGAL-qt5-devel,Entry 'cgal-qt5-dev' missing version '9' for platform 'rhel'; suggested package: 'CGAL-qt5-devel',ok
cgal-qt5-dev,B.1a,cgal-qt5-dev,,debian,trixie,libcgal-qt5-dev,,libcgal-qt6-dev,,,,,,,,Package 'libcgal-qt5-dev' not found in debian trixie; detected existing package: 'libcgal-qt6-dev',ok
cgal-qt5-dev,B.1b,cgal-qt5-dev,,fedora,41,CGAL-devel,CGAL-qt5-devel,,,,,,,,,Package 'CGAL-devel' differs from expected 'CGAL-qt5-devel' in fedora 41,ok
cgal-qt5-dev,B.1b,cgal-qt5-dev,,fedora,42,CGAL-devel,CGAL-qt6-devel,,,,,,,,,Package 'CGAL-devel' differs from expected 'CGAL-qt6-devel' in fedora 42,ok
checkinstall,,checkinstall,,,,,,,,,,,,,,,no_issues
chromedriver,B.1b,chromedriver,,nixos,unstable,chromedriver,chromium,,,,,,,,,Package 'chromedriver' differs from expected 'chromium' in nixos unstable,ok
chromium-browser,A.2,chromium-browser,platform,alpine,edge,,,,,,,,,,chromium,Entry 'chromium-browser' missing version 'edge' for platform 'alpine'; suggested package: 'chromium',ok
chromium-browser,A.2,chromium-browser,platform,opensuse,15.2,,,,,,,,,,chromium,Entry 'chromium-browser' missing version '15.2' for platform 'opensuse'; suggested package: 'chromium',ok
chromium-browser,B.1b,chromium-browser,,debian,bookworm,chromium,chromium-driver,,,,,,,,,Package 'chromium' differs from expected 'chromium-driver' in debian bookworm,ok
chrony,A.2,chrony,platform,alpine,edge,,,,,,,,,,chrony,Entry 'chrony' missing version 'edge' for platform 'alpine'; suggested package: 'chrony',ok
clang,A.2,clang,platform,alpine,edge,,,,,,,,,,clang22,Entry 'clang' missing version 'edge' for platform 'alpine'; suggested package: 'clang22',ok
clang,A.2,clang,platform,opensuse,15.2,,,,,,,,,,clang7,Entry 'clang' missing version '15.2' for platform 'opensuse'; suggested package: 'clang7',ok
clang-format,B.1b,clang-format,,fedora,41,clang-tools-extra,git-clang-format,,,,,,,,,Package 'clang-tools-extra' differs from expected 'git-clang-format' in fedora 41,ok
clang-format,B.1b,clang-format,,fedora,42,clang-tools-extra,git-clang-format,,,,,,,,,Package 'clang-tools-extra' differs from expected 'git-clang-format' in fedora 42,ok
clang-format,B.1b,clang-format,,opensuse,15.2,clang,clang7,,,,,,,,,Package 'clang' differs from expected 'clang7' in opensuse 15.2,ok
clang-format,B.1b,clang-format,,nixos,unstable,clang,emacsPackages.clang-format,,,,,,,,,Package 'clang' differs from expected 'emacsPackages.clang-format' in nixos unstable,ok
clang-format,B.1b,clang-format,,rhel,8,clang-tools-extra,git-clang-format,,,,,,,,,Package 'clang-tools-extra' differs from expected 'git-clang-format' in rhel 8,ok
clang-format,B.1b,clang-format,,rhel,9,clang-tools-extra,git-clang-format,,,,,,,,,Package 'clang-tools-extra' differs from expected 'git-clang-format' in rhel 9,ok
clang-tidy,B.1b,clang-tidy,,opensuse,15.2,clang,clang7,,,,,,,,,Package 'clang' differs from expected 'clang7' in opensuse 15.2,ok
clangd,B.1b,clangd,,alpine,edge,clang-extra-tools,clang22-extra-tools,,,,,,,,,Package 'clang-extra-tools' differs from expected 'clang22-extra-tools' in alpine edge,ok
clangd,B.1b,clangd,,opensuse,15.2,clang,clang7,,,,,,,,,Package 'clang' differs from expected 'clang7' in opensuse 15.2,ok
cli11,A.2,cli11,platform,alpine,edge,,,,,,,,,,libcli,Entry 'cli11' missing version 'edge' for platform 'alpine'; suggested package: 'libcli',ok
cli11,A.2,cli11,platform,opensuse,15.2,,,,,,,,,,libcli-devel,Entry 'cli11' missing version '15.2' for platform 'opensuse'; suggested package: 'libcli-devel',ok
cmake,B.1a,cmake,,rhel,8,cmake3,,cmake,,,,,,,,Package 'cmake3' not found in rhel 8; detected existing package: 'cmake',ok
cmake,B.1a,cmake,,rhel,9,cmake3,,cmake,,,,,,,,Package 'cmake3' not found in rhel 9; detected existing package: 'cmake',ok
cmake,B.1b,cmake,,opensuse,15.2,cmake,cmake-full,,,,,,,,,Package 'cmake' differs from expected 'cmake-full' in opensuse 15.2,ok
cmakelint-pip,A.2,cmakelint-pip,platform,nixos,unstable,,,,,,,,,,cmake-lint,Entry 'cmakelint-pip' missing version 'unstable' for platform 'nixos'; suggested package: 'cmake-lint',ok
coinor-libcbc-dev,A.2,coinor-libcbc-dev,platform,arch,,,,,,,,,,,coin-or-cbc,Entry 'coinor-libcbc-dev' missing version '' for platform 'arch'; suggested package: 'coin-or-cbc',ok
coinor-libcbc3,A.2,coinor-libcbc3,platform,arch,,,,,,,,,,,coin-or-cbc,Entry 'coinor-libcbc3' missing version '' for platform 'arch'; suggested package: 'coin-or-cbc',ok
coinor-libcbc3,B.1a,coinor-libcbc3,,debian,trixie,coinor-libcbc3,,coinor-libcbc3.1,,,,,,,,Package 'coinor-libcbc3' not found in debian trixie; detected existing package: 'coinor-libcbc3.1',ok
coinor-libcbc3,B.1a,coinor-libcbc3,,ubuntu,noble,coinor-libcbc3,,coinor-libcbc3.1,,,,,,,,Package 'coinor-libcbc3' not found in ubuntu noble; detected existing package: 'coinor-libcbc3.1',ok
coinor-libcgl-dev,A.2,coinor-libcgl-dev,platform,arch,,,,,,,,,,,coin-or-cgl,Entry 'coinor-libcgl-dev' missing version '' for platform 'arch'; suggested package: 'coin-or-cgl',ok
coinor-libcgl-dev,B.1b,coinor-libcgl-dev,,nixos,unstable,cbc,cgl,,,,,,,,,Package 'cbc' differs from expected 'cgl' in nixos unstable,ok
coinor-libclp-dev,A.2,coinor-libclp-dev,platform,arch,,,,,,,,,,,coin-or-clp,Entry 'coinor-libclp-dev' missing version '' for platform 'arch'; suggested package: 'coin-or-clp',ok
coinor-libcoinutils-dev,A.2,coinor-libcoinutils-dev,platform,arch,,,,,,,,,,,coin-or-coinutils,Entry 'coinor-libcoinutils-dev' missing version '' for platform 'arch'; suggested package: 'coin-or-coinutils',ok
coinor-libcoinutils-dev,A.2,coinor-libcoinutils-dev,platform,rhel,9,,,,,,,,,,coin-or-Sample,Entry 'coinor-libcoinutils-dev' missing version '9' for platform 'rhel'; suggested package: 'coin-or-Sample',ok
coinor-libcoinutils-dev,B.1b,coinor-libcoinutils-dev,,nixos,unstable,cbc,coin-utils,,,,,,,,,Package 'cbc' differs from expected 'coin-utils' in nixos unstable,ok
coinor-libipopt-dev,,coinor-libipopt-dev,,,,,,,,,,,,,,,no_issues
coinor-libosi-dev,A.2,coinor-libosi-dev,platform,arch,,,,,,,,,,,coin-or-osi,Entry 'coinor-libosi-dev' missing version '' for platform 'arch'; suggested package: 'coin-or-osi',ok
collada-dom,A.2,collada-dom,platform,arch,,,,,,,,,,,collada-dom,Entry 'collada-dom' missing version '' for platform 'arch'; suggested package: 'collada-dom',ok
collada-dom,A.2,collada-dom,platform,debian,bookworm,,,,,,,,,,libcollada-dom2.4-dp-dev,Entry 'collada-dom' missing version 'bookworm' for platform 'debian'; suggested package: 'libcollada-dom2.4-dp-dev',ok
collada-dom,A.2,collada-dom,platform,debian,trixie,,,,,,,,,,libcollada-dom2.4-dp-dev,Entry 'collada-dom' missing version 'trixie' for platform 'debian'; suggested package: 'libcollada-dom2.4-dp-dev',ok
collada-dom,A.2,collada-dom,platform,opensuse,15.2,,,,,,,,,,xrootd-private-devel,Entry 'collada-dom' missing version '15.2' for platform 'opensuse'; suggested package: 'xrootd-private-devel',ok
collada-dom,A.2,collada-dom,platform,rhel,9,,,,,,,,,,collada-dom,Entry 'collada-dom' missing version '9' for platform 'rhel'; suggested package: 'collada-dom',ok
collada-dom,B.1b,collada-dom,,fedora,41,collada-dom-devel,collada-dom,,,,,,,,,Package 'collada-dom-devel' differs from expected 'collada-dom' in fedora 41,ok
collada-dom,B.1b,collada-dom,,fedora,42,collada-dom-devel,collada-dom,,,,,,,,,Package 'collada-dom-devel' differs from expected 'collada-dom' in fedora 42,ok
collectd,A.2,collectd,platform,alpine,edge,,,,,,,,,,collectd,Entry 'collectd' missing version 'edge' for platform 'alpine'; suggested package: 'collectd',ok
collectd,A.2,collectd,platform,arch,,,,,,,,,,,unrealircd,Entry 'collectd' missing version '' for platform 'arch'; suggested package: 'unrealircd',ok
collectd,A.2,collectd,platform,opensuse,15.2,,,,,,,,,,collectd,Entry 'collectd' missing version '15.2' for platform 'opensuse'; suggested package: 'collectd',ok
collectd,A.2,collectd,platform,rhel,8,,,,,,,,,,collectd,Entry 'collectd' missing version '8' for platform 'rhel'; suggested package: 'collectd',ok
collectd,A.2,collectd,platform,rhel,9,,,,,,,,,,collectd,Entry 'collectd' missing version '9' for platform 'rhel'; suggested package: 'collectd',ok
collectd,B.1a,collectd,,ubuntu,jammy,collectd,,scim-modules-table,,,,,,,,Package 'collectd' not found in ubuntu jammy; detected existing package: 'scim-modules-table',ok
collectd,B.1b,collectd,,debian,bookworm,collectd,collectd-core,,,,,,,,,Package 'collectd' differs from expected 'collectd-core' in debian bookworm,ok
collectd,B.1b,collectd,,debian,trixie,collectd,collectd-core,,,,,,,,,Package 'collectd' differs from expected 'collectd-core' in debian trixie,ok
